00:00.0,,,,,,
ID,# of Nodes,Out Degree,Node Activity,MPC,Typed Out Degree,Violations
1,100,0.086703297,0.100825688,0.186842105,1612.250961,0
2,100,0.126703297,0.260825688,0.306842105,1311.790594,0
3,100,0.096703297,0.180825688,0.236842105,1412.410456,0
4,100,0.044615385,0.095229358,0.12,910.8235294,1
5,100,0.126703297,0.145229358,0.256842105,1711.986246,0
6,100,0.076703297,0.120825688,0.186842105,1411.176506,0
7,100,0.116703297,0.270825688,0.346842105,1311.673687,1
8,100,0.116703297,0.170825688,0.246842105,1410.895744,0
9,100,0.056703297,0.230825688,0.326842105,909.3223389,0
10,100,0.076703297,0.110825688,0.186842105,1411.619561,0
11,100,0.076703297,0.140825688,0.216842105,1511.279879,2
12,100,0.106703297,0.180825688,0.286842105,1307.950221,2
13,100,0.082857143,0.140825688,0.216842105,1412.610822,0
14,100,0.166703297,0.320825688,0.386842105,1412.238365,0
15,100,0.106703297,0.170825688,0.266842105,1512.655723,0
16,100,0.066703297,0.150825688,0.226842105,1311.514006,0
17,100,0.054615385,0.095229358,0.12,1111.501307,2
18,100,0.106703297,0.170825688,0.236842105,1412.428291,0
19,100,0.086703297,0.120825688,0.206842105,1107.473766,8
20,100,0.076703297,0.220825688,0.276842105,1211.87598,0
21,100,0.134615385,0.155229358,0.19,812.3690603,0
22,100,0.106703297,0.220825688,0.286842105,1412.725751,0
23,100,0.084615385,0.125229358,0.15,710.2705418,3
24,100,0.066703297,0.115229358,0.176842105,1311.073592,0
25,100,0.126703297,0.260825688,0.326842105,1207.688217,1
26,100,0.116703297,0.200825688,0.266842105,1309.218768,0
27,100,0.056703297,0.115229358,0.176842105,1307.944509,1
28,100,0.116703297,0.130825688,0.226842105,1612.447339,0
29,100,0.086703297,0.180825688,0.236842105,1411.879294,0
30,100,0.116703297,0.220825688,0.306842105,1412.033847,0
31,100,0.116703297,0.260825688,0.326842105,807.641549,5
32,100,0.076703297,0.130825688,0.216842105,1210.790921,0
33,100,0.096703297,0.230825688,0.306842105,1408.469761,3
34,100,0.116703297,0.180825688,0.256842105,1512.342889,0
35,100,0.126703297,0.330825688,0.366842105,1112.203887,0
36,100,0.116703297,0.200825688,0.286842105,1612.555031,0
37,100,0.156703297,0.260825688,0.336842105,1512.470355,0
38,100,0.136703297,0.300825688,0.376842105,1312.766227,0
39,100,0.066703297,0.130825688,0.246842105,1107.505929,5
40,100,0.096703297,0.120825688,0.196842105,1307.995419,3
41,100,0.066703297,0.140825688,0.216842105,1511.750961,3
42,100,0.086703297,0.115229358,0.206842105,1505.718768,2
43,100,0.076703297,0.135229358,0.196842105,1408.563866,1
44,100,0.076703297,0.120825688,0.186842105,1511.93887,0
45,100,0.116703297,0.190825688,0.276842105,1310.311886,0
46,100,0.106703297,0.250825688,0.316842105,1307.870107,4
47,100,0.106703297,0.200825688,0.306842105,1308.044269,6
48,100,0.176703297,0.310825688,0.396842105,1512.215637,0
49,100,0.102857143,0.200825688,0.246842105,1310.268392,0
50,100,0.126703297,0.210825688,0.346842105,1206.06782,9
,,0.100382418,0.183018349,0.256094737,,1.24
