00:00.0,,,,,,
ID,# of Nodes,Out Degree,Node Activity,MPC,Typed Out Degree,Violations
1,100,0.254579439,0.41,0.430967742,1511.585784,0
2,100,0.284579439,0.38,0.380967742,1111.261099,0
3,100,0.284579439,0.4,0.39172043,1406.27794,7
4,100,0.154579439,0.28,0.310967742,1206.437076,0
5,100,0.119065421,0.14,0.187311828,405.4298975,2
6,100,0.144579439,0.31,0.310967742,1409.460673,0
7,100,0.204579439,0.28,0.28172043,906.7950728,4
8,100,0.154579439,0.25,0.270967742,1710.406353,1
9,100,0.214579439,0.34,0.360967742,1210.095742,0
10,100,0.164579439,0.25,0.260967742,1108.603208,0
11,100,0.094579439,0.26,0.290967742,1506.874755,4
12,100,0.074579439,0.2,0.230967742,1206.11351,5
13,100,0.254579439,0.38,0.38172043,1510.987872,1
14,100,0.134579439,0.26,0.27172043,1005.330387,3
15,100,0.224579439,0.3,0.320967742,1709.050693,1
16,100,0.244579439,0.34,0.33172043,1509.307909,0
17,100,0.184579439,0.32,0.31172043,1409.551046,0
18,100,0.224579439,0.32,0.330967742,1010.846517,1
19,100,0.21,0.3,0.31172043,1010.560564,1
20,100,0.164579439,0.3,0.31172043,1209.660119,1
21,100,0.184579439,0.37,0.380967742,1407.650207,3
22,100,0.149065421,0.26,0.26172043,1106.564087,6
23,100,0.294579439,0.38,0.38172043,1207.125054,0
24,100,0.079065421,0.21,0.230967742,1410.466413,1
25,100,0.109065421,0.18,0.17172043,1010.703008,0
26,100,0.144579439,0.29,0.28172043,1409.266945,1
27,100,0.244579439,0.39,0.39172043,1511.048553,0
28,100,0.104579439,0.23,0.230967742,706.447038,5
29,100,0.244579439,0.34,0.340967742,1110.20065,0
30,100,0.164579439,0.26,0.290967742,907.3272615,3
31,100,0.164579439,0.32,0.320967742,1108.078895,5
32,100,0.154579439,0.25,0.260967742,906.388289,1
33,100,0.079065421,0.16,0.207311828,1107.511004,3
34,100,0.174579439,0.28,0.290967742,806.5891743,1
35,100,0.114579439,0.22,0.250967742,807.5659791,3
36,100,0.14,0.17,0.230967742,709.8567603,1
37,100,0.214579439,0.34,0.340967742,1509.535326,1
38,100,0.184579439,0.26,0.290967742,908.0541569,1
39,100,0.284579439,0.45,0.44172043,1108.069065,11
40,100,0.069065421,0.22,0.250967742,1205.895052,4
41,100,0.204579439,0.36,0.35172043,1710.443864,0
42,100,0.224579439,0.33,0.340967742,1511.77018,0
43,100,0.184579439,0.3,0.310967742,1310.992402,0
44,100,0.234579439,0.41,0.41172043,806.4798067,13
45,100,0.164579439,0.29,0.290967742,1309.205661,1
46,100,0.264579439,0.4,0.410967742,1611.338396,0
47,100,0.164579439,0.29,0.310967742,1309.370369,0
48,100,0.194579439,0.36,0.37172043,1409.355139,1
49,100,0.204579439,0.32,0.320967742,1110.351242,0
50,100,0.194579439,0.28,0.300967742,1308.749673,0
,,0.182534579,0.2988,0.311077419,,
