percentage,low-Choice,median-Choice,high-Choice,low-Entry,median-Entry,high-Entry,low-Exit,median-Exit,high-Exit,low-Region,median-Region,high-Region,low-State,median-State,high-State,low-Statechart,median-Statechart,high-Statechart,low-Transition,median-Transition,high-Transition
0.59,0.16923076923076924,0.20689655172413793,0.23636363636363636,0.018867924528301886,0.046153846153846156,0.06779661016949153,0.0,0.0,0.0,0.05,0.06666666666666667,0.1076923076923077,0.2033898305084746,0.22807017543859648,0.26666666666666666,0.01639344262295082,0.017241379310344827,0.01818181818181818,0.38095238095238093,0.4262295081967213,0.4666666666666667
0.6,0.1694915254237288,0.208955223880597,0.23880597014925373,0.019230769230769232,0.04,0.06779661016949153,0.0,0.0,0.0,0.05084745762711865,0.06779661016949153,0.1111111111111111,0.20689655172413793,0.23076923076923078,0.2698412698412698,0.016666666666666666,0.017543859649122806,0.018518518518518517,0.375,0.41935483870967744,0.46153846153846156
0.61,0.16981132075471697,0.21052631578947367,0.24074074074074073,0.019230769230769232,0.0392156862745098,0.06779661016949153,0.0,0.0,0.0,0.05172413793103448,0.06896551724137931,0.11320754716981132,0.20754716981132076,0.23333333333333334,0.27419354838709675,0.01694915254237288,0.017857142857142856,0.018867924528301886,0.3673469387755102,0.41379310344827586,0.45454545454545453
0.62,0.1724137931034483,0.21153846153846154,0.24489795918367346,0.0196078431372549,0.04,0.06779661016949153,0.0,0.0,0.0,0.05263157894736842,0.07142857142857142,0.11538461538461539,0.21153846153846154,0.23636363636363636,0.2777777777777778,0.017241379310344827,0.018518518518518517,0.019230769230769232,0.36,0.4074074074074074,0.4482758620689655
0.63,0.1724137931034483,0.21428571428571427,0.24528301886792453,0.02,0.04,0.06779661016949153,0.0,0.0,0.0,0.05454545454545454,0.07272727272727272,0.11764705882352941,0.21568627450980393,0.24074074074074073,0.28,0.017857142857142856,0.018867924528301886,0.0196078431372549,0.35294117647058826,0.4,0.4423076923076923
0.64,0.17307692307692307,0.21568627450980393,0.25,0.02,0.04081632653061224,0.06521739130434782,0.0,0.0,0.0,0.05555555555555555,0.07407407407407407,0.12,0.21818181818181817,0.24489795918367346,0.2830188679245283,0.01818181818181818,0.019230769230769232,0.02,0.34615384615384615,0.39215686274509803,0.4339622641509434
0.65,0.17307692307692307,0.21739130434782608,0.25,0.02040816326530612,0.041666666666666664,0.06382978723404255,0.0,0.0,0.0,0.05660377358490566,0.07547169811320754,0.12280701754385964,0.22,0.24561403508771928,0.28846153846153844,0.018518518518518517,0.0196078431372549,0.020833333333333332,0.3392857142857143,0.38461538461538464,0.42857142857142855
0.66,0.17307692307692307,0.21818181818181817,0.2545454545454545,0.020833333333333332,0.041666666666666664,0.06382978723404255,0.0,0.0,0.0,0.057692307692307696,0.0784313725490196,0.125,0.22448979591836735,0.25,0.2916666666666667,0.019230769230769232,0.02,0.02127659574468085,0.3333333333333333,0.37777777777777777,0.42
0.67,0.17391304347826086,0.22,0.2553191489361702,0.02127659574468085,0.0425531914893617,0.06521739130434782,0.0,0.0,0.0,0.06,0.08,0.12962962962962962,0.22727272727272727,0.2549019607843137,0.29545454545454547,0.0196078431372549,0.020833333333333332,0.021739130434782608,0.32075471698113206,0.3695652173913043,0.41304347826086957
0.68,0.17391304347826086,0.2222222222222222,0.2558139534883721,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.0,0.0,0.0,0.061224489795918366,0.08163265306122448,0.13333333333333333,0.22916666666666666,0.26,0.3,0.02,0.02127659574468085,0.022222222222222223,0.3137254901960784,0.36363636363636365,0.4074074074074074
